sender,scenario_type,density,attack_type,sendTime,rcvTime,pos_x,pos_y,speed,is_attack,attack_label,speed_kmh,latency
veh_29367,Urban,High density,DoS Attack,25201421993602,25201424212447,212969.15636472372,451594.24025479774,0.0,1,Ataque,0.0,2218845
veh_29249,Highway,High density,Time Delay,25427224930981,25427226417548,216350.87522299157,450110.45383059554,1.1020167133350751,0,Normal,3.9672601680062707,1486567
veh_25305,Highway,High density,Sybil,25427037862165,25427039561961,216175.32052029908,450001.8226990543,0.5034487013118591,0,Normal,1.812415324722693,1699796
veh_3508066,Highway,High density,Sybil,25553712166350,25553714049837,216172.13320436,449986.1977110044,0.05732319576487414,1,Ataque,0.2063635047535469,1883487
veh_30204,Highway,High density,Sybil,25401090385295,25401091772229,216441.42887146553,449896.6537720532,49.45474851122384,0,Normal,178.03709464040583,1386934
veh_3768,Urban,Low density,Time Delay,11754381180093,11754382770901,213298.23419967212,450857.3343288195,13.149321248580536,0,Normal,47.33755649488993,1590808
veh_29533,Highway,High density,Time Delay,25466267132205,25466268977407,216356.4828601488,449883.1250216999,14.178132749497072,0,Normal,51.04127789818946,1845202
veh_31078,Highway,High density,Time Delay,25447337306789,25447338464950,216456.9613831543,449823.54363706516,13.06818588936455,0,Normal,47.04546920171238,1158161
veh_8662973,Highway,High density,Sybil,25591445771205,25591446896600,216424.28582321186,449859.93772734964,12.000656933630472,1,Ataque,43.2023649610697,1125395
veh_30509,Highway,High density,Time Delay,25439573811276,25439575243304,216380.2908339684,450168.4658833664,0.903655156982565,1,Ataque,3.2531585651372343,1432028
veh_7262541,Urban,Low density,Sybil,12774069901606,12774070993769,213122.153753231,451088.54755564936,12.237276359067508,1,Ataque,44.05419489264303,1092163
veh_8947928,Highway,High density,Sybil,25627391817699,25627393519756,216216.43807424558,449984.1275634159,0.00026897619173505435,1,Ataque,0.0009683142902461957,1702057
veh_26234,Highway,High density,DoS Attack,25237003438705,25237004619101,216236.73109176432,449971.60720234184,0.0,0,Normal,0.0,1180396
veh_30930,Highway,High density,Time Delay,25206208158287,25206209261660,216271.3279968602,449954.1420139725,0.0,1,Ataque,0.0,1103373
veh_1102432,Urban,Low density,Sybil,12971413351500,12971414480109,213391.8999948888,450771.8130891138,9.768524181198757,1,Ataque,35.166687052315524,1128609
veh_31844,Highway,High density,Sybil,25435164731318,25435167314435,216179.26947628782,450013.82528720534,11.7386505251054,0,Normal,42.259141890379446,2583117
veh_8180024,Urban,Low density,Sybil,13879371929734,13879373227434,214658.18914096543,452000.61253794556,10.506559242913955,1,Ataque,37.82361327449024,1297700
veh_4417,Urban,Low density,Sybil,13746033112079,13746034485018,213047.92597905928,451196.07274168433,12.246787803336835,0,Normal,44.08843609201261,1372939
veh_5536369,Urban,Low density,Sybil,9515115962601,9515117613793,213627.0338844345,450638.72379181796,12.600577315203648,1,Ataque,45.362078334733134,1651192
veh_27917,Urban,High density,DoS Attack,25228152625895,25228154448797,213010.12513012745,451529.3152765134,0.0,0,Normal,0.0,1822902
veh_29095,Urban,High density,DoS Attack,25226137070620,25226139020114,212977.05825190776,451578.18134324276,0.0,0,Normal,0.0,1949494
veh_4136,Urban,Low density,Random Position Offset,12723392069073,12723393379677,213140.51621493383,450997.60188374226,43.20841174966929,1,Ataque,155.55028229880944,1310604
veh_23955,Highway,High density,Time Delay,25430287023784,25430288184094,216206.0981822553,449984.57135486754,0.005509602171095835,0,Normal,0.019834567815945007,1160310
veh_4110,Urban,Low density,Time Delay,12815444084273,12815445702223,213680.45025759435,450606.83832416695,10.102035563923952,0,Normal,36.36732803012623,1617950
veh_4074,Urban,Low density,Time Delay,12750150942641,12750152712748,213856.00257967014,450468.23057143297,12.845984399676988,0,Normal,46.24554383883716,1770107
veh_29533,Highway,High density,DoS Attack,25207267132205,25207268197517,216361.7196590216,450136.9483991556,0.005022859158835671,0,Normal,0.01808229297180842,1065312
veh_30752,Highway,High density,Sybil,25418084936966,25418086157063,216343.71307526872,449894.07060542883,11.64960144727619,0,Normal,41.938565210194284,1220097
veh_29166,Highway,High density,Time Delay,25427006884013,25427008666527,216376.96475651592,450173.18609159056,0.3023271692677525,0,Normal,1.088377809363909,1782514
veh_29376,Highway,High density,DoS Attack,25210041958029,25210043342391,216358.72357248323,450115.3440795723,2.915178490795388,0,Normal,10.494642566863396,1384362
veh_2644,Urban,Low density,Time Delay,7650469412146,7650470675623,213394.95528154724,451523.7791818973,11.859336979107907,0,Normal,42.69361312478846,1263477
veh_8922190,Urban,Low density,Sybil,9431115999542,9431117770709,212978.9384857811,451510.15732393373,13.616821248947813,1,Ataque,49.02055649621213,1771167
veh_29216,Highway,High density,Time Delay,25427099453055,25427100519248,216582.30312053984,449759.54373527167,0.0,0,Normal,0.0,1066193
veh_4622,Urban,Low density,Random Position Offset,14346469146424,14346470821867,213283.33128625152,450872.9961341615,12.34125078557068,0,Normal,44.42850282805445,1675443
veh_29371,Urban,High density,DoS Attack,25227474516399,25227476057039,213003.3560162482,451432.0155009827,0.0,1,Ataque,0.0,1540640
veh_3736,Highway,Low density,Random Position Offset,11525248746704,11525250415668,216273.141023853,449961.4005691251,0.0,0,Normal,0.0,1668964
veh_8892867,Highway,High density,Sybil,25604653741634,25604655039812,216225.58415171874,449988.5025908753,11.007128582716778,1,Ataque,39.6256628977804,1298178
veh_25974,Highway,High density,DoS Attack,25224098298520,25224099743026,216447.14184081755,449835.1301942513,11.550783417857241,0,Normal,41.58282030428607,1444506
veh_30696,Highway,High density,DoS Attack,25214272078825,25214273135350,216169.92566773426,450018.98968639696,13.70453593681699,0,Normal,49.336329372541165,1056525
veh_30796,Highway,High density,DoS Attack,25227380253746,25227381489512,216302.50077397504,450024.88648015686,21.357109822291342,0,Normal,76.88559536024883,1235766
veh_28499,Highway,High density,Time Delay,25213189798722,25213191650673,216306.66540634152,449917.5239308843,12.727852116190176,0,Normal,45.82026761828463,1851951
veh_2484,Urban,Low density,Sybil,7463040280568,7463041645988,214522.64117437086,452203.2960303045,11.086995913953714,0,Normal,39.91318529023337,1365420
veh_2572,Highway,Low density,Random Position Offset,7431438150645,7431439467504,216391.15917260238,450233.75556806795,22.630211910380915,0,Normal,81.46876287737129,1316859
veh_31808,Highway,High density,Sybil,25422066279850,25422067965799,216249.06859703414,449968.08046985825,10.184297329018008,0,Normal,36.66347038446483,1685949
veh_3884,Urban,Low density,Random Position Offset,12231238592166,12231239569034,213275.6766324497,450897.82605488255,12.556626709937118,0,Normal,45.20385615577363,976868
veh_4070,Urban,Low density,Time Delay,12727319871230,12727321663166,213046.47482093095,451265.8438259555,15.583842143404226,0,Normal,56.10183171625521,1791936
veh_3941538,Highway,High density,Sybil,25472826358929,25472828103125,216442.60522368381,449949.4280543694,22.478243823593164,1,Ataque,80.9216777649354,1744196
veh_4485,Urban,Low density,Sybil,13724173334627,13724175024712,213040.40389345505,451230.0781519797,14.71733066949928,0,Normal,52.98239041019741,1690085
veh_3351,Urban,Low density,Time Delay,10242029767572,10242031592956,214296.1739271933,451046.7370024612,0.0,0,Normal,0.0,1825384
veh_31644,Highway,High density,Sybil,25429339561043,25429341313295,216273.29472644118,449959.10720125516,11.617336241915496,0,Normal,41.82241047089578,1752252
veh_4082,Urban,Low density,Sybil,12793440239770,12793441530634,213292.46006622165,450878.98064267763,11.122691146031556,0,Normal,40.041688125713605,1290864
veh_27095,Highway,High density,DoS Attack,25227267453183,25227269285556,216317.07094891038,450059.9926101304,1.761712562110458,1,Ataque,6.3421652235976484,1832373
veh_28942,Highway,High density,DoS Attack,25207634367500,25207635782668,216190.30116252627,450008.776650449,13.557189860636408,1,Ataque,48.80588349829107,1415168
veh_27629,Highway,High density,DoS Attack,25213361557209,25213363467098,216373.1569232824,450164.6305780808,0.019328637465228945,0,Normal,0.0695830948748242,1909889
veh_32060,Highway,High density,Sybil,25435379476415,25435380677734,216514.80091424548,449807.4896521713,13.227336513575379,0,Normal,47.61841144887136,1201319
veh_31809,Highway,High density,Time Delay,25461904321001,25461905727584,216446.97763781907,449844.585761178,11.845436751856758,1,Ataque,42.64357230668433,1406583
veh_27856,Urban,High density,DoS Attack,25273232068292,25273236232500,213002.12348262122,451532.0585619401,0.0,1,Ataque,0.0,4164208
veh_31130,Highway,High density,DoS Attack,25208025020927,25208026064898,216504.46601164129,449813.8154706046,12.058121049126012,0,Normal,43.40923577685364,1043971
veh_4783,Urban,Low density,Random Position Offset,14355019718297,14355020760767,213240.96658042385,450928.14933315676,11.83570150891823,0,Normal,42.60852543210563,1042470
veh_2489,Highway,Low density,Random Position Offset,7450118965202,7450120103670,216241.68484830632,449960.62916385004,7.962172193294649,0,Normal,28.663819895860737,1138468
veh_2593,Urban,Low density,Random Position Offset,7732305223578,7732306859456,213160.33463485003,451027.92454494647,12.48237217669914,0,Normal,44.93653983611691,1635878
veh_4196,Urban,Low density,Random Position Offset,12810270153219,12810271460887,213999.8487349828,450670.08102075185,11.942089315394332,0,Normal,42.991521535419594,1307668
veh_30328,Urban,High density,DoS Attack,25231645913926,25231647455853,213037.44907757366,451606.47109814367,14.294158630653953,1,Ataque,51.45897107035423,1541927
veh_23585,Highway,High density,Time Delay,25452011619319,25452012707468,216225.62012640148,449975.9267024311,4.227294741436968,0,Normal,15.218261069173087,1088149
veh_23955,Highway,High density,Sybil,25441287023784,25441288062174,216206.12465307506,449984.4943639865,0.0,0,Normal,0.0,1038390
veh_28811,Highway,High density,DoS Attack,25214272190646,25214274289360,216324.08779760372,450070.8334170137,6.7549111537091635,0,Normal,24.31768015335299,2098714
veh_4736,Urban,Low density,Time Delay,14378011597761,14378012942094,213534.8935525267,450706.1232429277,13.618222922250801,0,Normal,49.025602520102886,1344333
veh_3059,Urban,Low density,Time Delay,9399103132567,9399104093577,213200.1309639345,450973.6871044454,14.820364032333133,1,Ataque,53.35331051639928,961010
veh_29506,Urban,High density,DoS Attack,25216300367785,25216301871037,213049.81478691596,451242.74559883476,8.788987804607657,1,Ataque,31.640356096587567,1503252
veh_3724,Urban,Low density,Time Delay,11768227373493,11768228457117,214453.66434229727,452160.0840227046,6.75476352069575,0,Normal,24.3171486745047,1083624
veh_6722219,Highway,High density,Sybil,25509148163931,25509149294975,216259.45133546158,449964.56140581745,0.0,1,Ataque,0.0,1131044
veh_26825,Highway,High density,Time Delay,25444943603530,25444944937312,216387.89420671598,450234.5320028149,0.29064121902090306,1,Ataque,1.046308388475251,1333782
veh_3068,Urban,Low density,Random Position Offset,9358233925660,9358235026587,212984.25116116594,451501.5600781232,13.643308408813285,0,Normal,49.11591027172783,1100927
veh_3192,Highway,Low density,Random Position Offset,9699129090101,9699130779985,216334.2245565642,450080.7769123328,23.252273818884834,0,Normal,83.70818574798541,1689884
veh_30960,Highway,High density,Time Delay,25204224839419,25204226238609,216247.22295390067,449963.9253883432,8.25806831560349,1,Ataque,29.729045936172565,1399190
veh_4369111,Highway,High density,Sybil,25543897613977,25543898660841,216273.86774985216,449997.94878445053,0.0,1,Ataque,0.0,1046864
veh_28811,Highway,High density,Sybil,25412272190646,25412273830855,216262.56547372023,449968.6856853866,0.0,0,Normal,0.0,1640209
veh_30055,Highway,High density,Time Delay,25207629764906,25207631685191,216254.86928015595,449954.03346718085,0.8292344366397588,1,Ataque,2.985243971903132,1920285
veh_4437,Urban,Low density,Random Position Offset,13802037170592,13802038952347,213416.94167938645,450770.89049667696,13.432413161255086,1,Ataque,48.35668738051831,1781755
veh_30796,Highway,High density,DoS Attack,25223380253746,25223381763161,216289.51545640064,449955.82089563535,14.72253479320502,0,Normal,53.00112525553807,1509415
veh_28620,Urban,High density,DoS Attack,25237297726236,25237299282180,213010.96652949494,451425.1851727003,0.0,0,Normal,0.0,1555944
veh_4500,Highway,Low density,Random Position Offset,13945466200413,13945467767204,216410.88285980347,450062.1291361022,55.10433754314753,0,Normal,198.3756151553311,1566791
veh_31094,Urban,High density,DoS Attack,25272434354673,25272435643090,212991.28972314505,451614.9016838023,11.128594354299779,0,Normal,40.06293967547921,1288417
veh_2627,Urban,Low density,Random Position Offset,7682004153635,7682006059962,213015.87015694063,451132.0383731158,12.962768232063645,0,Normal,46.665965635429124,1906327
veh_3969,Urban,Low density,Time Delay,12258741702402,12258743011990,213077.5736077168,451157.90961384575,12.087225634523218,1,Ataque,43.51401228428359,1309588
veh_2612,Urban,Low density,Time Delay,7692332357738,7692333992491,213063.55717456393,451191.6096283924,8.465914090166882,1,Ataque,30.477290724600774,1634753
veh_31844,Highway,High density,Time Delay,25436164731318,25436165885661,216169.05663787908,450020.06767426204,11.834379671992457,0,Normal,42.60376681917285,1154343
veh_23585,Highway,High density,DoS Attack,25231011619319,25231013052130,216183.3078530317,450002.5261419365,0.0,0,Normal,0.0,1432811
veh_4417,Urban,Low density,Random Position Offset,13721033112079,13721034714116,212977.48215698777,451448.32626982697,6.6899010955438785,0,Normal,24.083643943957963,1602037
veh_30752,Highway,High density,Sybil,25410084936966,25410085997595,216263.68046358865,449943.21165953734,11.095946029438483,0,Normal,39.945405705978544,1060629
veh_29365,Highway,High density,Sybil,25441139963923,25441141810571,216389.74095330216,450312.69465185446,1.2293235860456202,0,Normal,4.4255649097642324,1846648
veh_29608,Urban,High density,DoS Attack,25205408485256,25205409931565,213017.4436466468,451586.6323097454,6.206494901608576,0,Normal,22.343381645790874,1446309
veh_29339,Highway,High density,DoS Attack,25229431616089,25229432816865,216288.93197454422,450003.01406378514,0.0002045866807828093,1,Ataque,0.0007365120508181135,1200776
veh_4129,Urban,Low density,Sybil,12763311181690,12763312442707,214164.8446993957,450873.85844183766,7.064020230734162,0,Normal,25.430472830642984,1261017
veh_27635,Highway,High density,Time Delay,25439382817751,25439383908839,216290.414617934,450018.5618512953,0.0,0,Normal,0.0,1091088
veh_3156,Urban,Low density,Time Delay,9645459853559,9645461550805,214492.57176613982,452086.2003222852,12.17054881154245,0,Normal,43.81397572155282,1697246
veh_27813,Highway,High density,DoS Attack,25212725649861,25212728168644,216391.16283652215,450251.982374664,0.0,1,Ataque,0.0,2518783
veh_4703,Urban,Low density,Random Position Offset,14293046701974,14293048126681,213096.9614751924,451166.37349776766,5.531199626844705,1,Ataque,19.912318656640938,1424707
veh_3931,Urban,Low density,Random Position Offset,12484226418941,12484227403913,214104.09052760713,450918.44070525526,7.108280320131139,0,Normal,25.5898091524721,984972
veh_3058,Urban,Low density,Random Position Offset,9360213553879,9360214506176,212989.788786616,451456.8200131202,14.334064753783087,0,Normal,51.60263311361911,952297
veh_8923931,Urban,Low density,Sybil,12777001050319,12777002239916,213066.30102385508,451166.5771132906,4.08812464423652,1,Ataque,14.717248719251472,1189597
veh_4446,Highway,Low density,Random Position Offset,13634446010385,13634447953330,216217.86098150015,449964.380832381,12.276041934878206,1,Ataque,44.19375096556154,1942945
veh_3405,Highway,Low density,Random Position Offset,10725311080606,10725312571267,216333.69576725079,449896.85573312006,12.449257532661498,0,Normal,44.81732711758139,1490661
veh_24323,Highway,High density,Time Delay,25450474367149,25450476011884,216162.8959697803,450006.4123872348,0.0,0,Normal,0.0,1644735
veh_31181,Highway,High density,DoS Attack,25227406743535,25227407844903,216378.0988294341,449885.22151040356,13.159356929790071,0,Normal,47.37368494724426,1101368
veh_1668280,Urban,Low density,Sybil,9549116036483,9549117616984,214016.41975556532,450418.0324300291,13.984858513453684,1,Ataque,50.34549064843326,1580501
veh_4665,Urban,Low density,Time Delay,14292150697374,14292151851465,213030.74326635612,451306.1245453881,12.791546830815589,0,Normal,46.04956859093612,1154091
veh_4518,Highway,Low density,Random Position Offset,13613042694007,13613044226708,216317.81311275798,449929.46093039727,16.35782659411622,0,Normal,58.88817573881839,1532701
veh_29166,Highway,High density,Time Delay,25426006884013,25426008311165,216376.95661898857,450173.08484090265,0.28722683481219585,0,Normal,1.034016605323905,1427152
veh_31644,Highway,High density,Time Delay,25417339561043,25417341301355,216317.0556040804,449929.92760987894,8.833363131101601,0,Normal,31.800107271965764,1740312
veh_31188,Highway,High density,DoS Attack,25236439691475,25236440974707,216324.10055798042,449923.1466473985,4.942486203782248,0,Normal,17.79295033361609,1283232
veh_4067,Urban,Low density,Sybil,12824231046576,12824232016759,213784.11542302542,450532.00799019507,10.121785388823223,0,Normal,36.438427399763604,970183
veh_3058,Urban,Low density,Sybil,9425213553879,9425214687456,213448.56011530003,450739.10124201013,13.306323801374884,0,Normal,47.902765684949586,1133577
veh_4124,Urban,Low density,Sybil,12805073101318,12805074612954,213549.82227464532,450698.1870697373,16.674527235142968,0,Normal,60.028298046514685,1511636
veh_1986064,Highway,High density,Sybil,25536712166350,25536714087867,216170.8772571805,450020.5967418375,0.009755774016185095,1,Ataque,0.03512078645826634,1921517
veh_4856,Highway,Low density,Random Position Offset,14326019811067,14326020961821,216408.14755602315,449869.335325296,14.44607706861714,0,Normal,52.0058774470217,1150754
veh_28446,Highway,High density,Time Delay,25465671858213,25465673232797,216346.63156689765,449889.2458413741,13.1117452242023,1,Ataque,47.202282807128285,1374584
veh_30127,Urban,High density,DoS Attack,25266389268452,25266390793238,213055.153694685,451180.79947788717,0.0,1,Ataque,0.0,1524786
veh_27648,Highway,High density,DoS Attack,25229256707164,25229258489923,216299.52787334484,450016.8870401647,0.007178654024979264,1,Ataque,0.02584315448992535,1782759
veh_26484,Highway,High density,DoS Attack,25227022425961,25227023415645,216344.88489346023,450095.7269236944,4.666919515818881,0,Normal,16.800910256947972,989684
veh_28576,Highway,High density,Time Delay,25433073974946,25433075204101,216424.96038053298,450003.64837580425,54.38403050121862,0,Normal,195.78250980438702,1229155
veh_3040,Highway,Low density,Random Position Offset,9287386757923,9287387875716,216252.46519385552,450004.14720040775,15.107641725022077,1,Ataque,54.387510210079476,1117793
veh_3369,Highway,Low density,Random Position Offset,10256090054335,10256091281016,216393.4563584818,450276.95508492226,25.77929944885852,0,Normal,92.80547801589067,1226681
veh_6515033,Urban,Low density,Sybil,9513562638799,9513564297779,213812.2675048622,450517.90158425906,12.548777144781047,1,Ataque,45.17559772121177,1658980
veh_29313,Highway,High density,DoS Attack,25223440550648,25223442598159,216347.4021715643,449899.1639669873,13.996135196350709,0,Normal,50.38608670686255,2047511
veh_3732,Urban,Low density,Random Position Offset,11756309984059,11756311514566,214777.47832903918,452050.88621780125,13.077715128499673,1,Ataque,47.07977446259882,1530507
veh_4773436,Urban,Low density,Sybil,12970096145492,12970098085034,213911.58286199797,450456.06339379394,9.478275338188274,1,Ataque,34.121791217477785,1939542
veh_4095,Urban,Low density,Time Delay,12803013001432,12803014412424,214058.77599201587,450651.1060403599,11.932562839797036,0,Normal,42.95722622326933,1410992
veh_29889,Urban,High density,DoS Attack,25230101317707,25230103591362,212980.7388604931,451460.4225665324,0.0,0,Normal,0.0,2273655
veh_29785,Highway,High density,Time Delay,25415466423875,25415468095424,216374.19435259525,450149.81697564496,1.3696446117557761,0,Normal,4.930720602320794,1671549
veh_29533,Highway,High density,DoS Attack,25213267132205,25213268371133,216359.1803164797,450131.8346249889,3.088605804570272,0,Normal,11.11898089645298,1238928
veh_31080,Highway,High density,DoS Attack,25212365756452,25212366986620,216308.7425995005,449932.9892816839,5.452660511176441,0,Normal,19.629577840235186,1230168
veh_1342737,Urban,Low density,Sybil,13000413253421,13000414282329,213626.19695835884,450641.1496267948,9.51835856897165,1,Ataque,34.26609084829794,1028908
veh_28664,Highway,High density,DoS Attack,25232331551827,25232333365351,216385.54703678793,450257.6385693168,0.8115242835151212,1,Ataque,2.921487420654436,1813524
veh_29785,Highway,High density,Time Delay,25439466423875,25439467666442,216367.65564584293,450134.91079468204,0.2000489665324103,0,Normal,0.7201762795166771,1242567
veh_4182070,Urban,Low density,Sybil,12965095889576,12965097642971,213870.06997237267,450463.5956083191,10.98656336618803,1,Ataque,39.55162811827691,1753395
veh_27737,Urban,High density,DoS Attack,25236624207706,25236625167218,213011.70193354736,451533.76902250847,0.0,1,Ataque,0.0,959512
veh_2588,Urban,Low density,Random Position Offset,7413125683046,7413126789302,214772.86849083475,452044.6577101001,10.635892222777706,0,Normal,38.28921200199974,1106256
veh_3104,Urban,Low density,Sybil,9446042321185,9446044173885,213833.51926090434,450800.2635321512,13.359212799432223,0,Normal,48.093166077956006,1852700
veh_28631,Highway,High density,Sybil,25419043077150,25419044771340,216415.37359661888,450002.43016362516,6.798474608012062,0,Normal,24.474508588843424,1694190
veh_30930,Highway,High density,DoS Attack,25229472364284,25229473781967,216244.98573968807,449970.49506403157,9.276132131629835,0,Normal,33.394075673867405,1417683
veh_31078,Highway,High density,Time Delay,25445337306789,25445338360092,216434.42602626074,449837.2338392745,13.012132917921903,0,Normal,46.843678504518856,1053303
veh_4196,Urban,Low density,Random Position Offset,12851270153219,12851271614233,213929.51428614918,450442.87851529673,10.68415517008319,0,Normal,38.46295861229949,1461014
veh_30499,Urban,High density,DoS Attack,25497546619679,25497548473026,213843.44243496368,450479.0169144235,11.35911076326071,1,Ataque,40.89279874773855,1853347
veh_1436869,Highway,High density,Sybil,25601184450727,25601186355812,216608.86181129375,449743.79555759655,0.0,1,Ataque,0.0,1905085
veh_8409717,Urban,Low density,Sybil,12941095953555,12941097867050,213672.10089916972,450612.4679476794,9.788506703952594,1,Ataque,35.23862413422934,1913495
veh_3631,Highway,Low density,Random Position Offset,11394372714540,11394373953980,216289.45785612465,449932.5120262635,11.665936808347263,0,Normal,41.99737251005015,1239440
veh_3317,Highway,Low density,Random Position Offset,10091184208231,10091185166462,216576.3667852128,451584.0171264124,55.55345192529814,0,Normal,199.9924269310733,958231
veh_28354,Urban,High density,DoS Attack,25269500255874,25269502097076,213003.16550916585,451523.7460580049,0.0,1,Ataque,0.0,1841202
veh_8041966,Urban,Low density,Sybil,12962096145492,12962097168834,213838.19571231908,450488.12466798886,10.483961210072644,1,Ataque,37.74226035626152,1023342
veh_8766555,Urban,Low density,Sybil,12975413253421,12975414367863,213421.07358708867,450746.24343841616,9.733916313292074,1,Ataque,35.04209872785147,1114442
veh_5358527,Highway,High density,Sybil,25639391619319,25639393496980,216216.79911239102,449978.77541852323,0.0,1,Ataque,0.0,1877661
veh_2596,Urban,Low density,Sybil,7742397204784,7742398908047,213191.06120084363,450992.48981368524,13.631697369351734,0,Normal,49.07411052966624,1703263
veh_3036166,Urban,Low density,Sybil,9500115925660,9500117655295,213442.00811772578,450739.61648246774,13.525761182878403,1,Ataque,48.69274025836225,1729635
veh_30745,Highway,High density,Sybil,25421079201763,25421080281884,216382.93112322156,449880.7780301991,11.092116702483093,0,Normal,39.93162012893914,1080121
veh_3878,Highway,Low density,Random Position Offset,11854301936263,11854303021196,216394.5447750285,449881.63305513066,11.750246607904739,0,Normal,42.30088778845706,1084933
veh_1862598,Urban,Low density,Sybil,9532115999542,9532117743247,213810.6720357097,450496.8657060952,13.729583374189128,1,Ataque,49.42650014708086,1743705
veh_4622,Urban,Low density,Time Delay,14287469146424,14287470843895,213057.0374099062,451177.93733992055,0.0,0,Normal,0.0,1697471
veh_30745,Highway,High density,Sybil,25410079201763,25410080246970,216280.8292272044,449943.4858855041,10.649925213616166,0,Normal,38.339730769018196,1045207
veh_4236,Urban,Low density,Random Position Offset,12891352362469,12891354063036,213031.9446124773,451155.45453001215,54.09924790138605,0,Normal,194.7572924449898,1700567
veh_8953623,Highway,High density,Sybil,25457173555019,25457175325102,216364.5250641737,450128.2493451107,0.017003143629894125,1,Ataque,0.06121131706761885,1770083
veh_2588,Urban,Low density,Sybil,7477125683046,7477127294057,214446.5895807853,451713.9161411107,13.857586671723087,0,Normal,49.88731201820312,1611011
veh_5819824,Urban,Low density,Sybil,13825672416041,13825673455890,214760.55591656998,452042.46808452613,14.108098744994194,1,Ataque,50.7891554819791,1039849
veh_3734379,Highway,High density,Sybil,25495827701855,25495829223133,216591.65059280422,449769.35039240826,8.757500836948804,1,Ataque,31.527003013015694,1521278
veh_29134,Urban,High density,DoS Attack,25242398891893,25242400419048,212983.5023984997,451580.3297507935,0.5290569075337479,0,Normal,1.9046048671214926,1527155
veh_4108,Urban,Low density,Random Position Offset,12725254959184,12725256326846,213067.80081045194,451169.0374843251,10.446754035880232,0,Normal,37.60831452916884,1367662
veh_4196,Urban,Low density,Sybil,12840270153219,12840271260428,213904.00219945516,450474.6102887509,0.0,0,Normal,0.0,1107209
veh_27230,Highway,High density,DoS Attack,25224046776057,25224048432059,216388.80951821053,450295.317465966,0.0,0,Normal,0.0,1656002
veh_2247672,Highway,High density,Sybil,25482727401326,25482728431977,216619.52333642598,449739.8077574731,6.650144935316655,1,Ataque,23.94052176713996,1030651
veh_4110,Urban,Low density,Sybil,12830444084273,12830445799380,213802.58626476672,450517.6797235232,9.661696004125856,0,Normal,34.78210561485308,1715107
veh_28381,Urban,High density,DoS Attack,25238429292851,25238432140417,213080.9563203034,451155.4440257795,11.985276956510264,0,Normal,43.14699704343695,2847566
veh_3931,Urban,Low density,Time Delay,12477226418941,12477227554295,214137.57998365804,450893.62047245377,7.0165522536482365,0,Normal,25.259588113133653,1135354
veh_27211,Highway,High density,DoS Attack,25217223046726,25217224259541,216405.6127715812,449856.581096864,13.649801259987068,0,Normal,49.13928453595345,1212815
veh_3079,Urban,Low density,Random Position Offset,9643342503349,9643344392274,214579.57058630043,451818.51380392903,12.195418979275525,0,Normal,43.90350832539189,1888925
veh_3105,Urban,Low density,Random Position Offset,9419464951217,9419466103333,213225.1187543372,450952.4267554125,12.421658927607016,0,Normal,44.71797213938526,1152116
veh_29648,Urban,High density,DoS Attack,25265566113162,25265569249955,212999.1321777746,451554.9579074586,7.187384599166111,1,Ataque,25.874584556998002,3136793
veh_2671,Highway,Low density,Random Position Offset,8146171531218,8146172802932,216454.5293830547,449983.4491738181,17.397649950248702,0,Normal,62.63153982089533,1271714
veh_2456141,Highway,High density,Sybil,25529897727513,25529899539803,216272.90687761374,449991.0996416446,0.0020352838002445158,1,Ataque,0.007327021680880257,1812290
veh_4696,Urban,Low density,Time Delay,14329240324189,14329241774383,213142.63151756942,451046.08372864156,12.067678227289447,0,Normal,43.44364161824201,1450194
veh_4052,Urban,Low density,Sybil,12708137889576,12708139570155,213000.37278302747,451401.79064711643,13.499051805084166,0,Normal,48.596586498303,1680579
veh_28593,Highway,High density,Time Delay,25437046992153,25437049522547,216383.49837012755,450214.4120224641,0.29099230589064723,0,Normal,1.04757230120633,2530394
veh_1422264,Urban,Low density,Sybil,12831096145492,12831097626074,212973.59382337792,451468.3872174388,14.939766168159709,1,Ataque,53.78315820537495,1480582
veh_31066,Highway,High density,DoS Attack,25225662778631,25225664396037,216271.997531791,449951.332578873,1.4124261012517663,1,Ataque,5.084733964506358,1617406
veh_29155,Urban,High density,DoS Attack,25255494964615,25255496898756,212999.66838659602,451415.65879250306,12.293493382113505,0,Normal,44.25657617560862,1934141
veh_29228,Highway,High density,Time Delay,25418482163931,25418484047248,216259.80949098477,449966.43304301845,0.0,0,Normal,0.0,1883317
veh_4090,Urban,Low density,Random Position Offset,12820486528410,12820487567176,213550.63266383624,450699.7827836315,11.064753496808299,0,Normal,39.83311258850988,1038766
veh_30070,Urban,High density,DoS Attack,25217155057256,25217156721102,212951.11910661907,451450.31825512537,0.0,0,Normal,0.0,1663846
veh_29106,Highway,High density,Time Delay,25446353187306,25446354448037,216304.41123360605,450039.6757602634,0.0,0,Normal,0.0,1260731
veh_3764610,Urban,Low density,Sybil,12979413253421,12979414695209,213456.69365865883,450727.66217110434,9.2551154721787,1,Ataque,33.31841569984332,1441788
veh_30131,Highway,High density,DoS Attack,25221158877347,25221160029509,216362.7804281312,449886.39120449906,12.060233713673783,1,Ataque,43.41684136922562,1152162
veh_1193807,Highway,High density,Sybil,25577609168237,25577611055761,216526.80542849613,449943.5232814562,19.393402051333716,1,Ataque,69.81624738480139,1887524
